14303850
User, 0x8668334e671A62f6994166D82d177789d975128F ,amount, 1000000000000000000000 ,start_block, 14301423
User, 0x8668334e671A62f6994166D82d177789d975128F ,amount, 9020000000000000000000 ,start_block, 14301565
User, 0x8668334e671A62f6994166D82d177789d975128F ,amount, 10000000000000000000 ,start_block, 14301893
User, 0x3ca3822163D049364E67bE19a0D3B2F03B7e99b5 ,amount, 10000000000000000000 ,start_block, 14302061
User, 0x07674C0DF323B8Ed214C5664bE689490BA1EAF47 ,amount, 97988000000000000000 ,start_block, 14306629
User, 0x7F8756aC4db1622925Afe97DF6139A96Fc8aCA1C ,amount, 10437000000000000000000 ,start_block, 14306684
User, 0x239115fa60B2b5B3207c274328E0Ab26C9f1a2e0 ,amount, 14749000000000000000000 ,start_block, 14306698
User, 0xFe58491686378f1Cb48665835d02da9Ad4975caF ,amount, 10000000000000000000000 ,start_block, 14306717
User, 0x417B42e472Ec8FFc1A73F5BcfF3F40738FAe61b1 ,amount, 120000000000000000000000 ,start_block, 14306774
User, 0xa24D09E9F2C059c5B94e3162CC1CA897dAe6A6ed ,amount, 10000850000000000000000 ,start_block, 14306780
User, 0xB97Ad57c4bc69F734f25e2bD74e56E438013a2Ad ,amount, 34278000000000000000000 ,start_block, 14306821
User, 0x427402c7DebdBEA509b8E732BA280E7F05e0b0FB ,amount, 55554000000000000000000 ,start_block, 14306847
User, 0xDcB92E1Edaf07Fa90464514619599de2C9494643 ,amount, 1881000000000000000000 ,start_block, 14306856
User, 0xe9410b267E628391c3768a13e00DBF28109f9184 ,amount, 3000000000000000000000 ,start_block, 14307006
User, 0xc9FDE4EC2b7D15591778eeA734C92abB307272ff ,amount, 2227000000000000000000 ,start_block, 14307010
User, 0x4e85bA255Bd882E718EE2eDE2c1eC9bb16a3eBfa ,amount, 10000000000000000000000 ,start_block, 14307019
User, 0x2B6522D4Fb66d5a85E7c851169c68B5E5D5f384c ,amount, 7067000000000000000000 ,start_block, 14307072
User, 0x1a2890C540B0Cf45EaF1a50FA7d82B8e46e33530 ,amount, 18165000000000000000000 ,start_block, 14307074
User, 0xCa0d3b4f7Fb05f8F4729b9b4CdF1fcBE4a5AFA3D ,amount, 22000000000000000000000 ,start_block, 14307081
User, 0x782cdd28c03d148e7d8b9d196bfB0db57931422C ,amount, 1106000000000000000000 ,start_block, 14307127
User, 0xc9F69950263e9C488329C7788F0189359EfC2351 ,amount, 3677000000000000000000 ,start_block, 14307145
User, 0x23447aBBE6027c3848448A8fF28D1ECb8C0Dc9D5 ,amount, 10000000000000000000000 ,start_block, 14307172
User, 0x2e2A92c63cf340E2fc355B9C9563070448EE173F ,amount, 11215000000000000000000 ,start_block, 14307194
User, 0xfd6c95F6bfA40739D9856b21D3E413A059b21246 ,amount, 13894000000000000000000 ,start_block, 14307195
User, 0xf2104F813B79B8c38E8724C26d4b5CC6b08BD852 ,amount, 9999000000000000000000 ,start_block, 14307195
User, 0x386CB8f1B172B47B7C0a90EFF3bA7A08560CC19E ,amount, 5762000000000000000000 ,start_block, 14307227
User, 0xe5847ceea9705A6C3d7aB2fd91470631647F16A6 ,amount, 90000000000000000000000 ,start_block, 14307448
User, 0x5CEf77d87c4C2B0eb17056bba8e015Fc5472709F ,amount, 21900000000000000000000 ,start_block, 14307573
User, 0xeCB549091885EC38610a794Ed13fcd0a4f3fba68 ,amount, 20000000000000000000000 ,start_block, 14307581
User, 0x5C866020614F29fe0d916Dd3acD7d0382302a735 ,amount, 10100000000000000000000 ,start_block, 14307629
User, 0xc42067b64e319aa824Ab5d53Eb2e81ACB12ED284 ,amount, 10000000000000000000000 ,start_block, 14307633
User, 0x2f2d3C20427598D2f53Bd2c1DfFFe2C4Ba744D32 ,amount, 5000000000000000000 ,start_block, 14307635
User, 0xC5a444017B9975B80F4fD030BbfEa138058a5E67 ,amount, 10026190000000000000000 ,start_block, 14307669
User, 0x2f2d3C20427598D2f53Bd2c1DfFFe2C4Ba744D32 ,amount, 10000000000000000000000 ,start_block, 14307721
User, 0x526c68b7D0d88340889c18c3Baf8144f163FAC66 ,amount, 10000000000000000000000 ,start_block, 14307840
User, 0x7761F3D17FADf39631a085bFfCdfA719ff317F33 ,amount, 10200000000000000000000 ,start_block, 14308043
User, 0x3FC51298291db086d66c79781Df386B08c6F6d05 ,amount, 250000000000000000000000 ,start_block, 14308077
User, 0x0522A625ED52652a8fC0a2DEb9a6Da468CDA3fC5 ,amount, 13466780000000000000000 ,start_block, 14308094
User, 0x12609B442eadae0FBD2650E0fE1e5114661C5d32 ,amount, 11000000000000000000000 ,start_block, 14308116
User, 0x12f05a67225B3360d9fce02A8CD3EbAab46aa13F ,amount, 34000000000000000000000 ,start_block, 14308197
User, 0x3381295e6Fe744deA2bF334c08a278240e021D41 ,amount, 10205000000000000000000 ,start_block, 14308211
User, 0xF6d96b98838e73568A6cf65E2c91727Da56Df586 ,amount, 3937000000000000000000 ,start_block, 14308330
